id,region,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,price
19899,richmond,0.5798647499560347,ram,like new,6 cylinders,diesel,0.11127626023467121,automatic,4wd,full-size,truck,blue,36105
19900,san diego,0.26334245903837916,honda,excellent,4 cylinders,gas,0.3519813133783031,automatic,4wd,mid-size,SUV,blue,7918
19901,upper peninsula,-1.1293556209993052,ford,good,6 cylinders,gas,1.625951064617809,other,4wd,mid-size,coupe,green,7261
19902,stockton,0.32664691722191025,bmw,excellent,4 cylinders,gas,-0.6264293494244244,automatic,fwd,compact,sedan,silver,6420
19903,winston-salem,-0.4963110391639941,ford,good,8 cylinders,diesel,0.05579657780655347,automatic,rwd,full-size,van,white,17295
19904,madison,0.3899513754054414,lexus,excellent,4 cylinders,gas,0.7888859261724835,automatic,fwd,mid-size,sedan,silver,3206
19905,las vegas,-0.4963110391639941,bmw,like new,6 cylinders,gas,-1.7236622397255923,automatic,rwd,mid-size,SUV,black,25843
19906,denver,-0.2430932064298697,ford,good,4 cylinders,gas,3.0154964420067163,automatic,4wd,full-size,wagon,silver,6585
19907,tampa bay area,-0.11648429006280749,toyota,excellent,6 cylinders,gas,0.42093777328133997,automatic,fwd,mid-size,sedan,silver,4822
19908,cape cod / islands,0.13673354267131696,ford,excellent,4 cylinders,other,0.25627421110974274,automatic,fwd,mid-size,SUV,black,25497
19909,central michigan,0.26334245903837916,lincoln,fair,4 cylinders,gas,2.461477449298746,automatic,4wd,full-size,SUV,blue,4081
19910,mobile,0.13673354267131696,bmw,excellent,6 cylinders,gas,-0.24339802776586816,automatic,fwd,full-size,sedan,black,7780
19911,raleigh / durham / CH,0.5165602917725036,chevrolet,excellent,8 cylinders,gas,-1.68127041898579,automatic,fwd,full-size,SUV,black,35024
19912,amarillo,-0.7495288718981186,ford,good,8 cylinders,other,0.4226963490120697,automatic,fwd,full-size,truck,silver,11101
19913,salt lake city,-0.1797887482463386,chevrolet,like new,4 cylinders,gas,0.4552976375586747,automatic,fwd,mid-size,truck,silver,10263
19914,las vegas,0.7064736663230969,bmw,like new,6 cylinders,gas,-1.0702329900853138,manual,rwd,mid-size,sedan,silver,22386
19915,richmond,0.3899513754054414,kia,like new,4 cylinders,gas,-0.7436451856303714,automatic,fwd,mid-size,sedan,black,9024
19916,modesto,-0.36970212279693193,ford,fair,6 cylinders,gas,1.913495105974146,automatic,fwd,full-size,pickup,red,2899
19917,rhode island,0.5798647499560347,jeep,like new,6 cylinders,gas,-1.2134554558476294,manual,4wd,mid-size,SUV,silver,29355
19918,rochester,-0.1797887482463386,ford,excellent,6 cylinders,diesel,-0.6506097657219582,other,4wd,full-size,truck,blue,20393
19919,"kansas city, MO",0.32664691722191025,lincoln,fair,8 cylinders,gas,1.168653737099974,manual,4wd,full-size,SUV,silver,5520
19920,central NJ,0.010124626304254735,gmc,good,8 cylinders,diesel,1.4502964041291508,automatic,4wd,full-size,truck,black,5833
19921,memphis,0.13673354267131696,bmw,excellent,6 cylinders,gas,-0.20699212826335747,automatic,fwd,full-size,SUV,black,10733
19922,elko,0.3899513754054414,ram,like new,6 cylinders,gas,-0.5506076804187311,automatic,4wd,full-size,pickup,black,16933
19923,santa fe / taos,-0.433006580980463,bmw,excellent,8 cylinders,gas,-0.5990192411598774,automatic,rwd,mid-size,convertible,silver,20838
19924,"kansas city, MO",0.4532558335889725,mercedes-benz,like new,4 cylinders,gas,-0.8401977570002441,other,fwd,full-size,sedan,black,19075
19925,oregon coast,0.3899513754054414,chevrolet,good,4 cylinders,gas,-0.27053758591799526,manual,fwd,compact,sedan,silver,7841
19926,lakeland,0.010124626304254735,acura,good,6 cylinders,other,0.280623721227539,automatic,4wd,full-size,SUV,red,5063
19927,kalispell,0.32664691722191025,ford,excellent,8 cylinders,diesel,3.041249430832691,automatic,4wd,full-size,truck,silver,23644
19928,south florida,0.010124626304254735,chevrolet,good,6 cylinders,gas,-0.20085402258782967,automatic,rwd,full-size,truck,green,6486
19929,bakersfield,0.4532558335889725,chevrolet,excellent,8 cylinders,gas,-1.715765558319335,automatic,rwd,full-size,sedan,black,12680
19930,norfolk / hampton roads,-0.2430932064298697,ram,like new,6 cylinders,gas,2.6447413316992154,automatic,4wd,full-size,truck,silver,5251
19931,"washington, DC",0.3899513754054414,buick,excellent,6 cylinders,gas,-1.1599541711165826,manual,fwd,mid-size,sedan,custom,6326
19932,fort collins / north CO,-2.711967075587583,ford,good,8 cylinders,gas,-1.5861382357061222,manual,4wd,full-size,pickup,white,76816
19933,el paso,-0.1797887482463386,bmw,excellent,6 cylinders,gas,0.04086559347737701,automatic,4wd,full-size,SUV,black,12038
19934,south jersey,0.13673354267131696,ford,excellent,8 cylinders,gas,0.28588253903770194,automatic,4wd,full-size,pickup,black,22870
19935,new river valley,0.010124626304254735,chevrolet,good,6 cylinders,gas,-1.3704590679613367,other,4wd,mid-size,pickup,blue,7763
19936,fredericksburg,-0.5596154973475252,jeep,excellent,6 cylinders,gas,1.1869835072164263,manual,4wd,full-size,SUV,red,7117
19937,buffalo,0.3899513754054414,ford,excellent,8 cylinders,gas,0.08734948466753113,automatic,fwd,mid-size,coupe,green,15669
19938,madison,0.010124626304254735,chevrolet,excellent,6 cylinders,gas,-0.22067181832259164,manual,fwd,mid-size,sedan,green,3466
19939,portland,0.20003800085484805,ford,excellent,8 cylinders,gas,-0.5887045181238665,automatic,fwd,compact,coupe,silver,13203
19940,baltimore,0.4532558335889725,hyundai,good,4 cylinders,gas,1.752602335994402,automatic,fwd,mid-size,sedan,silver,3020
19941,orange county,-0.3063976646134008,ford,good,8 cylinders,diesel,-0.24118289872042975,manual,rwd,full-size,truck,white,6095
19942,boulder,-0.11648429006280749,jeep,like new,6 cylinders,gas,-0.06809846429976128,automatic,4wd,mid-size,SUV,blue,23997
19943,new hampshire,-0.05317983187927637,chevrolet,like new,4 cylinders,gas,0.06064957044808648,automatic,fwd,mid-size,sedan,blue,5164
19944,baltimore,0.5165602917725036,honda,excellent,4 cylinders,gas,-0.7571726912513693,automatic,fwd,compact,sedan,blue,6998
19945,syracuse,-0.8128333300816497,chevrolet,good,8 cylinders,gas,1.1645109385035435,manual,rwd,full-size,coupe,white,30920
19946,columbus,-1.3825734537334295,ford,good,6 cylinders,gas,-0.19185823134986604,automatic,rwd,full-size,van,white,25925
19947,tampa bay area,0.3899513754054414,bmw,excellent,4 cylinders,gas,1.0860006777556768,automatic,fwd,mid-size,sedan,black,3858
19948,stockton,0.010124626304254735,hyundai,excellent,6 cylinders,gas,0.11276428585298098,automatic,fwd,mid-size,sedan,black,11217
19949,wausau,-0.4963110391639941,ford,good,4 cylinders,gas,0.7801268662828874,manual,fwd,full-size,SUV,white,2674
19950,chico,0.010124626304254735,ford,excellent,8 cylinders,gas,0.5632978605603169,automatic,4wd,full-size,SUV,silver,9442
19951,denver,0.26334245903837916,kia,like new,4 cylinders,gas,-0.35386702054334246,automatic,fwd,compact,sedan,black,4583
19952,philadelphia,0.20003800085484805,volkswagen,good,6 cylinders,gas,0.740389818521206,manual,fwd,mid-size,sedan,white,6354
19953,dallas / fort worth,0.3899513754054414,ford,excellent,4 cylinders,gas,-1.689792747527019,other,fwd,full-size,SUV,black,20809
19954,southwest michigan,0.4532558335889725,mercedes-benz,good,6 cylinders,gas,-0.03575081648354999,automatic,rwd,full-size,sedan,black,11996
19955,gold country,0.7064736663230969,nissan,like new,4 cylinders,gas,-0.770750925018446,automatic,fwd,full-size,sedan,blue,17448
19956,pittsburgh,0.5165602917725036,dodge,excellent,6 cylinders,gas,0.2545494541430655,automatic,fwd,mid-size,sedan,silver,11166
19957,santa fe / taos,0.4532558335889725,ford,excellent,6 cylinders,gas,-1.1696432470176223,automatic,fwd,full-size,SUV,white,13046
19958,cincinnati,-0.05317983187927637,volvo,fair,6 cylinders,gas,3.359906735117323,automatic,fwd,mid-size,SUV,black,5918
19959,evansville,-0.11648429006280749,volkswagen,excellent,6 cylinders,gas,-0.7638180783876846,manual,fwd,mid-size,sedan,black,13800
19960,wichita,0.5798647499560347,nissan,good,4 cylinders,gas,-0.927399440109602,automatic,fwd,full-size,SUV,black,33331
19961,eugene,0.3899513754054414,ford,excellent,4 cylinders,gas,2.4507230823300525,automatic,fwd,full-size,SUV,white,11339
19962,lincoln,0.32664691722191025,gmc,excellent,8 cylinders,diesel,-0.8509521239689375,manual,4wd,full-size,pickup,black,67572
19963,tallahassee,0.26334245903837916,honda,excellent,4 cylinders,gas,0.6042523838278882,automatic,fwd,compact,sedan,blue,3808
19964,hickory / lenoir,0.5798647499560347,bmw,like new,6 cylinders,gas,-1.0779943964353613,automatic,rwd,mid-size,SUV,black,65343
19965,kalispell,-0.5596154973475252,ram,excellent,6 cylinders,diesel,0.7714692626854487,automatic,4wd,full-size,pickup,silver,24166
19966,greensboro,0.3899513754054414,ford,excellent,6 cylinders,gas,-0.8303564966609681,automatic,rwd,full-size,sedan,black,34706
19967,san diego,0.3899513754054414,kia,excellent,4 cylinders,gas,0.06068338921213897,automatic,fwd,compact,sedan,black,6503
19968,rhode island,-0.7495288718981186,ford,good,4 cylinders,gas,0.8691716720331062,manual,fwd,full-size,SUV,green,3220
19969,moses lake,0.26334245903837916,acura,fair,4 cylinders,other,1.498555780432061,automatic,fwd,compact,hatchback,black,1182
19970,knoxville,-3.0284893665052386,ford,good,8 cylinders,gas,-0.23741210652857656,automatic,rwd,full-size,truck,black,19801
19971,albany,0.3899513754054414,honda,excellent,4 cylinders,gas,-0.8548581912170007,automatic,fwd,compact,sedan,silver,7682
19972,bozeman,0.32664691722191025,dodge,good,6 cylinders,gas,-0.4757836649525863,automatic,fwd,mid-size,SUV,white,36191
19973,baltimore,0.5165602917725036,ford,good,4 cylinders,gas,1.524055128527642,other,fwd,compact,hatchback,white,8954
19974,madison,-1.066051162815774,ford,fair,8 cylinders,diesel,0.6281115218669232,manual,fwd,full-size,truck,green,2874
19975,east oregon,0.4532558335889725,mitsubishi,like new,4 cylinders,gas,-0.6420028902705983,automatic,fwd,mid-size,sedan,blue,18256
19976,grand rapids,-1.3825734537334295,ford,fair,8 cylinders,gas,0.3935783931628717,manual,rwd,full-size,coupe,green,7085
19977,hudson valley,0.3899513754054414,buick,excellent,4 cylinders,gas,-1.2940455705847245,automatic,fwd,mid-size,sedan,orange,2972
19978,cincinnati,-0.1797887482463386,jeep,excellent,4 cylinders,gas,0.3419371404547121,automatic,fwd,mid-size,sedan,silver,3034
19979,tyler / east TX,0.3899513754054414,bmw,excellent,6 cylinders,other,-1.5340573390652803,automatic,fwd,mid-size,sedan,blue,14809
19980,ocala,-0.11648429006280749,toyota,good,4 cylinders,gas,2.9224948408623552,manual,fwd,full-size,pickup,grey,4530
19981,treasure coast,-0.05317983187927637,infiniti,like new,6 cylinders,gas,-0.1003108370597626,automatic,fwd,full-size,sedan,black,14198
19982,sarasota-bradenton,0.5165602917725036,honda,like new,4 cylinders,gas,-0.6351207717859155,automatic,fwd,full-size,sedan,black,10076
19983,madison,0.3899513754054414,ford,excellent,4 cylinders,gas,0.3366614132625229,automatic,rwd,mid-size,van,white,28213
19984,sarasota-bradenton,0.13673354267131696,bmw,excellent,4 cylinders,other,0.15390481232284092,manual,fwd,compact,sedan,blue,5547
19985,orange county,-0.6862244137145874,ram,good,8 cylinders,diesel,0.19135909351097893,manual,rwd,full-size,truck,white,18080
19986,new york city,0.3899513754054414,jeep,excellent,4 cylinders,gas,-0.6956225406758288,automatic,4wd,mid-size,SUV,black,17644
19987,albuquerque,-0.1797887482463386,jeep,excellent,6 cylinders,gas,-0.4044937103299272,automatic,4wd,mid-size,SUV,green,17186
19988,reno / tahoe,0.07342908448778585,bmw,like new,6 cylinders,gas,-0.24103071428219353,automatic,4wd,mid-size,SUV,black,8323
19989,ft myers / SW florida,0.3899513754054414,jeep,excellent,6 cylinders,gas,0.24768424504040903,automatic,4wd,full-size,SUV,black,40688
19990,tulsa,0.32664691722191025,ram,excellent,6 cylinders,diesel,-0.4947729009680621,automatic,4wd,full-size,truck,blue,15003
19991,columbus,-0.05317983187927637,chevrolet,fair,8 cylinders,gas,2.975641028570851,automatic,4wd,mid-size,SUV,green,2207
19992,cincinnati,-0.2430932064298697,chevrolet,good,6 cylinders,gas,3.1151772490514444,automatic,fwd,full-size,truck,white,1922
19993,okaloosa / walton,0.5798647499560347,ford,excellent,6 cylinders,gas,-0.44396020797918867,automatic,rwd,full-size,SUV,grey,21373
19994,indianapolis,0.4532558335889725,audi,excellent,4 cylinders,gas,-0.5048678020377318,automatic,fwd,mid-size,SUV,black,23718
19995,jackson,0.4532558335889725,chevrolet,excellent,8 cylinders,diesel,-1.9638600114084368,automatic,4wd,full-size,SUV,black,16082
19996,southeast missouri,-1.1293556209993052,ram,excellent,6 cylinders,diesel,0.6747306881132873,automatic,4wd,full-size,truck,black,27579
19997,central NJ,-0.1797887482463386,jeep,excellent,6 cylinders,gas,0.8475445724215358,manual,4wd,full-size,SUV,brown,3011
19998,mcallen / edinburg,0.13673354267131696,chevrolet,excellent,4 cylinders,gas,0.25336579740122817,automatic,fwd,full-size,sedan,black,6444
19999,dallas / fort worth,0.010124626304254735,ford,good,8 cylinders,gas,0.9628834672225693,automatic,fwd,full-size,sedan,white,6483
20000,syracuse,0.26334245903837916,ford,like new,4 cylinders,gas,-0.9898796066965861,automatic,fwd,full-size,sedan,black,2156
20001,santa barbara,0.32664691722191025,honda,like new,4 cylinders,gas,0.5873768205656932,automatic,fwd,mid-size,SUV,black,11458
20002,winchester,0.07342908448778585,bmw,like new,6 cylinders,gas,-0.2806663057517174,automatic,rwd,mid-size,truck,silver,19712
20003,des moines,-0.3063976646134008,ford,excellent,6 cylinders,gas,-0.07044886840140967,automatic,4wd,mid-size,truck,green,22624
20004,okaloosa / walton,0.32664691722191025,ford,excellent,6 cylinders,gas,-0.2527996441724617,automatic,fwd,full-size,van,blue,28298
20005,south florida,-0.433006580980463,chrysler,excellent,6 cylinders,gas,1.2801542021810495,automatic,fwd,mid-size,coupe,silver,1348
20006,green bay,0.4532558335889725,hyundai,excellent,4 cylinders,gas,-0.6259389773456633,automatic,fwd,mid-size,sedan,grey,17680
20007,boston,-1.572486828284023,bmw,good,4 cylinders,gas,-1.9179848579712275,other,rwd,compact,coupe,black,6637
20008,"washington, DC",0.07342908448778585,ford,excellent,6 cylinders,gas,0.7427571320048806,manual,fwd,mid-size,sedan,white,8342
20009,"kansas city, MO",0.20003800085484805,ford,excellent,8 cylinders,other,-0.13984497223712902,other,rwd,mid-size,sedan,black,6186
20010,duluth / superior,-0.8761377882651807,dodge,excellent,6 cylinders,gas,0.5633147699423432,manual,fwd,full-size,coupe,black,18331
20011,stockton,-0.6229199555310564,ford,good,4 cylinders,gas,1.7972600139257213,automatic,4wd,full-size,pickup,grey,4450
20012,central NJ,-0.8128333300816497,chevrolet,excellent,6 cylinders,gas,0.45599092222175086,automatic,fwd,full-size,SUV,silver,12220
20013,new york city,-0.6862244137145874,toyota,good,4 cylinders,gas,1.7982069393191913,automatic,fwd,full-size,SUV,green,2391
20014,phoenix,0.20003800085484805,ford,excellent,6 cylinders,gas,0.08658856247635,other,fwd,mid-size,sedan,white,11897
20015,spokane / coeur d'alene,-0.9394422464487119,mercury,good,4 cylinders,gas,2.008965476894339,automatic,fwd,mid-size,sedan,white,5293
20016,central NJ,0.26334245903837916,ford,excellent,4 cylinders,gas,-0.2466953572609864,automatic,fwd,mid-size,coupe,black,9339
20017,mohave county,0.20003800085484805,mercedes-benz,like new,4 cylinders,gas,-1.298103822271024,automatic,fwd,mid-size,sedan,black,11994
20018,central NJ,0.20003800085484805,acura,excellent,4 cylinders,gas,0.29205446347728226,automatic,fwd,full-size,coupe,black,6455
20019,cincinnati,0.3899513754054414,ford,excellent,8 cylinders,diesel,-0.3592949321737679,manual,4wd,full-size,truck,black,17833
20020,youngstown,0.13673354267131696,hyundai,good,4 cylinders,gas,0.5744580526976402,other,fwd,full-size,SUV,blue,20892
20021,eastern panhandle,-0.4963110391639941,jeep,fair,8 cylinders,gas,0.3054805128061227,manual,4wd,full-size,truck,white,23166
20022,el paso,0.5165602917725036,buick,excellent,4 cylinders,gas,0.07955425955343108,automatic,fwd,mid-size,sedan,silver,21674
20023,treasure coast,0.20003800085484805,ford,good,8 cylinders,diesel,-0.2539325727682203,automatic,fwd,full-size,truck,white,19825
20024,norfolk / hampton roads,0.5165602917725036,nissan,excellent,4 cylinders,gas,-0.2715352394575438,automatic,fwd,full-size,sedan,black,8632
20025,tampa bay area,0.07342908448778585,bmw,excellent,6 cylinders,other,-0.40552518263352827,automatic,fwd,mid-size,sedan,black,5830
20026,las vegas,-0.36970212279693193,bmw,excellent,6 cylinders,gas,-1.7745763890066233,automatic,rwd,full-size,SUV,black,16977
20027,atlanta,0.3899513754054414,ford,excellent,4 cylinders,gas,0.31177080291988674,automatic,4wd,full-size,SUV,silver,3993
20028,tulsa,-0.05317983187927637,ford,like new,8 cylinders,gas,0.497351270657952,automatic,rwd,full-size,SUV,green,3597
20029,humboldt county,0.32664691722191025,volkswagen,excellent,4 cylinders,gas,-0.5515038776661222,automatic,fwd,mid-size,sedan,black,29658
20030,south jersey,0.20003800085484805,ford,like new,4 cylinders,gas,-0.775874467772399,manual,fwd,mid-size,sedan,silver,5975
20031,winchester,-0.05317983187927637,kia,excellent,4 cylinders,gas,-0.19128331236097365,automatic,fwd,mid-size,sedan,black,3459
20032,north jersey,0.26334245903837916,toyota,good,4 cylinders,gas,-0.3261863621663755,automatic,fwd,full-size,sedan,white,8356
20033,rhode island,0.13673354267131696,toyota,excellent,4 cylinders,gas,0.0874847597237411,automatic,fwd,full-size,sedan,green,3120
20035,huntsville / decatur,0.32664691722191025,ford,like new,4 cylinders,gas,0.4886091201503821,automatic,fwd,full-size,van,white,6170
20036,richmond,0.13673354267131696,nissan,excellent,4 cylinders,gas,-0.448086097193593,automatic,fwd,compact,sedan,black,4679
20037,northwest CT,-1.1293556209993052,ford,good,4 cylinders,gas,-0.25163289681265066,automatic,fwd,full-size,truck,white,6255
20038,new haven,-2.5853581592205206,chevrolet,fair,4 cylinders,gas,-0.363133361893726,manual,fwd,compact,coupe,green,3652
20039,sacramento,0.3899513754054414,ford,excellent,6 cylinders,gas,-0.5149457937253753,automatic,rwd,mid-size,van,black,5139
20040,san diego,0.5798647499560347,ford,good,6 cylinders,gas,-1.8697931191964225,manual,rwd,full-size,pickup,black,34417
20041,st george,0.7064736663230969,honda,good,4 cylinders,gas,-1.1289930926265237,automatic,fwd,mid-size,hatchback,blue,10255
20042,yakima,0.26334245903837916,volkswagen,excellent,6 cylinders,gas,1.5477959008924935,automatic,fwd,mid-size,mini-van,black,3696
20043,"washington, DC",0.07342908448778585,ford,excellent,8 cylinders,gas,0.21861701733728975,automatic,4wd,full-size,pickup,silver,6968
20044,hawaii,0.20003800085484805,ford,excellent,6 cylinders,gas,-0.22051963388435541,automatic,fwd,full-size,van,black,14197
20045,williamsport,0.26334245903837916,pontiac,fair,4 cylinders,gas,1.4189295004704618,manual,fwd,compact,sedan,silver,4621
20046,rochester,0.3899513754054414,chevrolet,excellent,4 cylinders,gas,-1.1013969811596878,automatic,4wd,full-size,sedan,grey,20155
20047,north dakota,-0.8128333300816497,bmw,fair,8 cylinders,gas,-0.3393587707648222,automatic,rwd,full-size,coupe,black,7564
20048,yuba-sutter,-0.05317983187927637,buick,excellent,6 cylinders,gas,-0.3022257678351829,automatic,4wd,full-size,SUV,silver,6338
20049,reno / tahoe,-0.6229199555310564,bmw,good,6 cylinders,gas,0.836824024216895,automatic,fwd,mid-size,SUV,green,1628
20050,tallahassee,0.32664691722191025,volkswagen,excellent,6 cylinders,gas,-0.48768786989906443,automatic,fwd,mid-size,sedan,silver,7680
20051,louisville,0.010124626304254735,ram,excellent,8 cylinders,diesel,0.12429648439488171,automatic,4wd,full-size,truck,black,20895
20052,sioux falls / SE SD,0.4532558335889725,audi,excellent,4 cylinders,gas,0.70635123250237,automatic,4wd,full-size,SUV,black,21451
20053,wichita,0.4532558335889725,audi,excellent,4 cylinders,gas,-1.3429644127866582,other,fwd,compact,hatchback,silver,14755
20054,visalia-tulare,0.4532558335889725,audi,like new,4 cylinders,gas,-0.6015725578458407,automatic,fwd,full-size,sedan,grey,20443
20055,las vegas,-0.433006580980463,bmw,excellent,6 cylinders,gas,0.12083006107950099,automatic,rwd,mid-size,convertible,silver,7078
20056,tampa bay area,0.26334245903837916,toyota,excellent,6 cylinders,gas,-0.1656994173552613,automatic,fwd,compact,sedan,black,7626
20057,inland empire,0.010124626304254735,ram,good,8 cylinders,diesel,-0.5433366461474447,manual,rwd,full-size,truck,grey,20974
20058,dayton / springfield,-0.6229199555310564,ram,good,8 cylinders,diesel,0.49498395717427734,automatic,4wd,full-size,truck,black,18273
20059,louisville,0.13673354267131696,buick,excellent,6 cylinders,gas,0.5861762544418296,automatic,fwd,mid-size,coupe,red,2835
20060,florence,0.32664691722191025,ford,like new,4 cylinders,gas,-0.09821407368850792,automatic,fwd,mid-size,sedan,black,7166
20061,western slope,0.4532558335889725,bmw,excellent,8 cylinders,gas,0.15351589653623723,manual,4wd,full-size,other,black,12261
20062,sarasota-bradenton,0.26334245903837916,chevrolet,like new,4 cylinders,gas,-0.643693828473223,automatic,fwd,mid-size,sedan,black,13048
20063,south jersey,-0.5596154973475252,bmw,fair,6 cylinders,gas,0.1472932439505782,automatic,4wd,mid-size,SUV,silver,3655
20064,rochester,-1.4458779119169607,gmc,excellent,6 cylinders,gas,-0.2038300738244492,automatic,4wd,full-size,SUV,brown,6293
20065,bozeman,-0.2430932064298697,toyota,excellent,8 cylinders,gas,-1.2039862019129308,automatic,4wd,full-size,SUV,black,20959
20066,duluth / superior,0.3899513754054414,kia,excellent,4 cylinders,gas,-0.14605071544076184,automatic,fwd,full-size,hatchback,black,5136
20067,buffalo,-0.2430932064298697,bmw,excellent,6 cylinders,gas,-0.4157215399953555,automatic,4wd,mid-size,SUV,blue,5894
20068,eugene,0.26334245903837916,ford,excellent,6 cylinders,gas,-0.4179535784228201,automatic,fwd,full-size,SUV,black,18817
20069,anchorage / mat-su,0.3899513754054414,jeep,excellent,6 cylinders,gas,-1.2191370082084485,manual,fwd,mid-size,SUV,silver,17031
20070,central michigan,-1.066051162815774,toyota,good,4 cylinders,gas,0.2604170097061733,manual,fwd,mid-size,sedan,grey,8979
20071,san antonio,-0.2430932064298697,ram,like new,6 cylinders,other,0.21525205031406652,automatic,4wd,full-size,truck,blue,12484
20072,rhode island,-0.2430932064298697,jeep,good,6 cylinders,gas,0.26412016436992153,manual,4wd,mid-size,SUV,black,3830
20073,medford-ashland,-2.9018804501381763,ram,excellent,8 cylinders,diesel,-0.28487674187625306,other,4wd,full-size,pickup,silver,12350
20074,ventura county,-0.433006580980463,ford,good,6 cylinders,gas,0.585516788542806,manual,4wd,compact,SUV,silver,2965
20075,long island,-1.066051162815774,chevrolet,like new,8 cylinders,gas,-0.8002408872722215,automatic,rwd,full-size,truck,white,11770
20076,lexington,-0.2430932064298697,chevrolet,fair,8 cylinders,gas,0.19768320238879547,automatic,rwd,full-size,coupe,green,2310
20077,st cloud,0.20003800085484805,ford,excellent,8 cylinders,diesel,1.8546335471407789,manual,4wd,full-size,truck,silver,27604
20078,albany,0.3899513754054414,kia,like new,4 cylinders,gas,-1.0600197233414603,automatic,fwd,full-size,sedan,blue,7402
20079,central NJ,0.07342908448778585,ford,excellent,8 cylinders,diesel,-0.5885185149215777,automatic,4wd,full-size,pickup,blue,18383
20080,kennewick-pasco-richland,0.20003800085484805,chevrolet,excellent,8 cylinders,gas,0.6333534302950599,automatic,4wd,full-size,pickup,green,3281
20081,rhode island,-0.7495288718981186,chevrolet,fair,4 cylinders,gas,1.917181351255868,manual,fwd,mid-size,SUV,green,3211
20082,central NJ,0.5798647499560347,cadillac,excellent,6 cylinders,gas,0.0010101800415118704,automatic,4wd,full-size,SUV,black,19227
20083,grand forks,0.32664691722191025,acura,fair,6 cylinders,gas,0.5581235896602852,automatic,4wd,full-size,SUV,blue,10204
20085,louisville,-0.05317983187927637,ram,excellent,8 cylinders,gas,-0.6235716638619886,manual,4wd,full-size,truck,red,4096
20086,dallas / fort worth,0.010124626304254735,chevrolet,like new,6 cylinders,gas,-0.7010504523062542,automatic,fwd,mid-size,sedan,blue,9038
20087,syracuse,0.010124626304254735,chevrolet,good,4 cylinders,gas,-0.02978180462828466,automatic,fwd,full-size,SUV,black,18439
20088,pueblo,-0.5596154973475252,ram,excellent,6 cylinders,other,0.7682902988645142,manual,4wd,full-size,pickup,silver,19118
20089,cincinnati,0.20003800085484805,honda,excellent,4 cylinders,gas,-1.3655215284096722,automatic,fwd,mid-size,SUV,brown,11147
20090,birmingham,-0.05317983187927637,chevrolet,excellent,6 cylinders,gas,-0.3132168661522437,automatic,4wd,full-size,sedan,silver,5436
20091,detroit metro,0.32664691722191025,ford,good,6 cylinders,gas,-1.2697298792309808,automatic,rwd,mid-size,sedan,white,24860
20092,modesto,0.13673354267131696,toyota,good,4 cylinders,gas,-0.20205458871169324,automatic,fwd,mid-size,SUV,white,6519
20093,mcallen / edinburg,0.4532558335889725,chevrolet,excellent,8 cylinders,diesel,1.8496960075891147,manual,4wd,full-size,truck,blue,20106
20094,syracuse,0.3899513754054414,ford,excellent,8 cylinders,gas,-0.7093867776451942,automatic,rwd,full-size,truck,black,16595
20095,roanoke,0.32664691722191025,ford,good,6 cylinders,gas,0.7858929655538378,automatic,fwd,full-size,van,white,3176
20096,dallas / fort worth,0.6431692081395658,toyota,new,4 cylinders,gas,-1.0916233583485169,automatic,fwd,full-size,truck,blue,30944
20097,tulsa,0.26334245903837916,ford,like new,8 cylinders,diesel,-0.006700498162456947,automatic,4wd,full-size,truck,black,19814
20098,albany,0.32664691722191025,hyundai,good,4 cylinders,gas,0.46547708553847567,automatic,4wd,full-size,SUV,black,7410
20099,tallahassee,0.32664691722191025,nissan,excellent,4 cylinders,gas,-0.5225381062551604,automatic,fwd,mid-size,sedan,grey,9012
20100,great falls,0.13673354267131696,toyota,good,6 cylinders,gas,0.21508295649380405,automatic,fwd,mid-size,sedan,grey,9706
20101,chico,0.20003800085484805,ford,like new,6 cylinders,gas,-0.6402950426859473,automatic,fwd,full-size,pickup,grey,20096
20102,"washington, DC",0.32664691722191025,buick,excellent,4 cylinders,gas,0.8249029098883905,automatic,fwd,mid-size,sedan,black,12678
20103,tallahassee,0.7064736663230969,chevrolet,excellent,4 cylinders,gas,-0.7501383883284505,automatic,fwd,mid-size,sedan,black,21167
20104,los angeles,0.26334245903837916,chevrolet,good,6 cylinders,gas,0.669590235977308,automatic,4wd,mid-size,SUV,silver,8752
20105,nashville,0.010124626304254735,ram,good,8 cylinders,diesel,0.4641412443584021,manual,rwd,full-size,truck,white,21050
20106,humboldt county,0.20003800085484805,honda,excellent,4 cylinders,gas,0.9671784502572363,automatic,fwd,compact,sedan,silver,5752
20107,corpus christi,0.010124626304254735,nissan,excellent,4 cylinders,gas,0.24416709357894958,automatic,fwd,mid-size,sedan,silver,7211
20108,corpus christi,0.32664691722191025,volkswagen,excellent,4 cylinders,gas,0.5124344394253647,automatic,fwd,mid-size,sedan,black,4163
20109,south florida,0.3899513754054414,volkswagen,excellent,4 cylinders,gas,0.2850877980824683,automatic,fwd,compact,sedan,silver,4967
20110,fayetteville,0.20003800085484805,buick,excellent,4 cylinders,gas,0.7462911928483663,automatic,fwd,mid-size,SUV,black,3221
20111,rochester,0.5798647499560347,honda,excellent,4 cylinders,gas,-1.4076935271831335,automatic,fwd,full-size,SUV,black,19665
20112,"kansas city, MO",0.5798647499560347,nissan,like new,4 cylinders,gas,2.336212747248305,automatic,4wd,mid-size,SUV,black,9380
